Slug,Title,Product Description,Thumbnail,Thumbnail:alt,Gallery
kr313,KR313,"<h3 dir=""auto"">KR313 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr313/kr313_01.jpg,KR313 flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr313/kr313_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr313/kr313_04.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr313/kr313_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr313/kr313_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr313/kr313_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr313/kr313_07.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr313/kr313_08.png"
kr316,KR316,"<h3 dir=""auto"">KR316 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr316/kr316_01.jpg,KR316 flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr316/kr316_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr316/kr316_06.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr316/kr316_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr316/kr316_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr316/kr316_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr316/kr316_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr316/kr316_07.png"
kr3213,KR3213,"<h3 dir=""auto"">KR3213 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",,KR3213 custom-length Aria soundbar module for TV and cinema systems.,
kr3308,KR3308,"<h3 dir=""auto"">KR3308 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",,KR3308 custom-length Aria soundbar module for TV and cinema systems.,
kr3313,KR3313,"<h3 dir=""auto"">KR3313 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",,KR3313 custom-length Aria soundbar module for TV and cinema systems.,
kr3316,KR3316,"<h3 dir=""auto"">KR3316 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",,KR3316 custom-length Aria soundbar module for TV and cinema systems.,
kr413,KR413,"<h3 dir=""auto"">KR413 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr413/kr413_03.png,KR413 flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr413/kr413_03.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr413/kr413_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr413/kr413_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr413/kr413_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr413/kr413_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr413/kr413_06.png"
kr508,KR508,"<h3 dir=""auto"">KR508 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr508/kr508_03.png,KR508 flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr508/kr508_03.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr508/kr508_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr508/kr508_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr508/kr508_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr508/kr508_05.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr508/kr508_06.png"
kr513,KR513,"<h3 dir=""auto"">KR513 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr513/kr513_02.png,KR513 flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr513/kr513_02.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr513/kr513_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr513/kr513_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr513/kr513_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr513/kr513_06.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr513/kr513_07.png"
kw108,KW108,"<h3 dir=""auto"">KW108 visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw108/kw108_03.png,KW108 on-wall/on-ceiling speaker for visible architectural audio installations.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw108/kw108_03.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw108/kw108_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw108/kw108_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw108/kw108_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw108/kw108_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw108/kw108_06.png"
kw109,KW109,"<h3 dir=""auto"">KW109 visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw109/kw109_04.png,KW109 on-wall/on-ceiling speaker for visible architectural audio installations.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw109/kw109_04.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw109/kw109_01.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw109/kw109_02.jpeg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw109/kw109_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw109/kw109_05.jpg"
kw110,KW110,"<h3 dir=""auto"">KW110 visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw110/kw110_04.png,KW110 on-wall/on-ceiling speaker for visible architectural audio installations.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw110/kw110_04.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw110/kw110_01.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw110/kw110_02.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw110/kw110_03.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw110/kw110_05.jpeg"
kw112,KW112,"<h3 dir=""auto"">KW112 visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw112/kw112_03.png,KW112 on-wall/on-ceiling speaker for visible architectural audio installations.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw112/kw112_03.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw112/kw112_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw112/kw112_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw112/kw112_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw112/kw112_06.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw112/kw112_07.png"
kw12m,KW12M,"<p dir=""auto"">The KW12M, outdoor ceiling speakers are designed to satisfy the needs of architects and installators. Thanks to the AISI 316 stainless steel structure, the loudspeakers are especially suitable to be installed in pools, saunas and on yachts. State-of-the-art components and high-quality materials, for a premium and lasting audio performance.</p><h3 dir=""auto"">Minimal design and endless customisation possibilities</h3><p dir=""auto"">Timeless design and steel structure accompanied by various and elegant finishes, colours and customisations solutions of both the cabinet and the grid or of the cloth covering the speaker.</p><img alt="""" src=""https://framerusercontent.com/images/BGH3goPILTiYzOqJIxUSf4EaRE.png""><h3 dir=""auto"">Premium listening experience</h3><p dir=""auto"">We approach every aspect of the designing and building with the aim of delivering a superior sound performance: light sound, natural, relaxing, and realistic acoustic scene.&nbsp; That’s why we only choose state-of-the-art electronic components. Our speakers are completely designed and manufactured in in Italy and are tested one by one.</p><img alt="""" src=""https://framerusercontent.com/images/PXscZTKhFnu17798akPSVl6jsw.png""><h3 dir=""auto"">Easy installation and superior versatility</h3><p dir=""auto"">Regardless of budget, size of the environment, type of mounting technology (wall, ceiling or on furniture or shelves), and listening experience and performances (stereo, multi-room, home theatre), [CORO] speakers represent the right solution for every need and are extremely easy to install.</p><img alt="""" src=""https://framerusercontent.com/images/652w75CMktvrOzT4Uv0ncaLABM.png"">",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw12m/kw12m_01.jpg,OUTDOOR CEILING SPEAKERS,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw12m/kw12m_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw12m/kw12m_02.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw12m/kw12m_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw12m/kw12m_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw12m/kw12m_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw12m/kw12m_07.png"
kw16m,KW16M,"<p dir=""auto"">kW16M outdoor speakers are designed to meet the needs of architects and installers. Due to its AISI 316 stainless steel construction, the diffuser is suitable for installation in swimming pools, steam baths, saunas and yachts. State-of-the-art components and fine materials ensure superior audio performance and durability.</p>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw16m/kw16m_04.png,OUTDOOR SPEAKERS,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw16m/kw16m_04.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw16m/kw16m_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw16m/kw16m_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw16m/kw16m_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw16m/kw16m_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw16m/kw16m_07.png"
kw208,KW208,"<h3 dir=""auto"">KW208 visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw208/kw208_05.png,KW208 on-wall/on-ceiling speaker for visible architectural audio installations.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw208/kw208_05.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw208/kw208_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw208/kw208_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw208/kw208_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw208/kw208_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw208/kw208_06.png"
kw213,KW213,"<h3 dir=""auto"">KW213 visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw213/kw213_02.png,KW213 on-wall/on-ceiling speaker for visible architectural audio installations.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw213/kw213_02.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw213/kw213_03.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw213/kw213_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw213/kw213_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw213/kw213_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw213/kw213_06.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw213/kw213_07.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw213/kw213_09.png"
kw22m,KW22M,"<h3 dir=""auto"">KW22M visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw22m/kw22m_02.png,KW22M on-wall/on-ceiling speaker for visible architectural audio installations.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw22m/kw22m_02.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw22m/kw22m_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw22m/kw22m_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw22m/kw22m_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw22m/kw22m_06.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw22m/kw22m_07.png"
kw2316,KW2316,"<h3 dir=""auto"">KW2316 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",,KW2316 custom-length Aria soundbar module for TV and cinema systems.,
kw25m,KW25M,"<h3 dir=""auto"">KW25M visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw25m/kw25m_03.png,KW25M on-wall/on-ceiling speaker for visible architectural audio installations.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw25m/kw25m_03.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw25m/kw25m_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw25m/kw25m_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw25m/kw25m_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw25m/kw25m_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw25m/kw25m_06.png"
kw3112,KW3112,"<h3 dir=""auto"">KW3112 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",,KW3112 custom-length Aria soundbar module for TV and cinema systems.,
kw313,KW313,"<h3 dir=""auto"">KW313 visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw313/kw313_02.png,KW313 on-wall/on-ceiling speaker for visible architectural audio installations.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw313/kw313_02.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw313/kw313_04.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw313/kw313_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw313/kw313_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw313/kw313_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw313/kw313_06.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw313/kw313_07.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw313/kw313_08.png"
kw316,KW316,"<h3 dir=""auto"">KW316 visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw316/kw316_04.png,KW316 on-wall/on-ceiling speaker for visible architectural audio installations.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw316/kw316_04.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw316/kw316_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw316/kw316_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw316/kw316_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw316/kw316_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw316/kw316_07.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw316/kw316_08.png"
kw3213,KW3213,"<h3 dir=""auto"">KW3213 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",,KW3213 custom-length Aria soundbar module for TV and cinema systems.,
kw3308,KW3308,"<h3 dir=""auto"">KW3308 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",,KW3308 custom-length Aria soundbar module for TV and cinema systems.,
kw3313,KW3313,"<h3 dir=""auto"">KW3313 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",,KW3313 custom-length Aria soundbar module for TV and cinema systems.,
