Slug,:draft,Title,Sub Title,Product Description,Technical Table,Thumbnail,Thumbnail:alt,Brand,Product Categories,Product Tags,Specsheet
cs88,true,CS88,"SMART AMP | 8 CHANNELS | 80 WATTS PER CHANNEL
","<p>{""nodes"":[{""type"":""PARAGRAPH"",""id"":""foo"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""The&nbsp;"",""decorations"":[]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""CONNECT"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""SERIES"",""decorations"":[{""type"":""COLOR"",""colorData"":{""foreground"":""rgb(255, 0, 0)""}},{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""&nbsp;88 is an 8-channel amplifier with 80 watts per channel. As part of the Network&nbsp;"",""decorations"":[]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""CONNECT"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""SERIES"",""decorations"":[{""type"":""COLOR"",""colorData"":{""foreground"":""rgb(255, 0, 0)""}},{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":"", the world’s first Internet of Things- (IoT) enabled professional-grade amplifiers, it is perfectly suited for small to medium-scale installations. The 88 features direct HiZ (70V or 100V) or LoZ selectable by channel. With three ways to connect, you can engage the built-in Wi-Fi access point, connect to the venue’s Wi-Fi, or use the FAST Ethernet to connect to any local area network via Cat5 or Cat6 cable."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""},""indentation"":0}},{""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}},""style"":{},""id"":""dtagr11318"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Then there’s the Cloud…Network&nbsp;"",""decorations"":[]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""CONNECT"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""SERIES"",""decorations"":[{""type"":""COLOR"",""colorData"":{""foreground"":""rgb(255, 0, 0)""}},{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""&nbsp;is the first professional amplifier family to feature Cloud connectivity. Harness the power of the Cloud for remote control, monitoring, notifications, and more from any of your personal devices. Just connect your amp to a network and start commanding your systems.&nbsp; Register for your free LEA Cloud account at&nbsp;"",""decorations"":[]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""leaprofessional.cloud"",""decorations"":[{""type"":""LINK"",""linkData"":{""link"":{""url"":""http://leaprofessional.cloud"",""target"":""SELF""}}},{""type"":""COLOR"",""colorData"":{""background"":""transparent"",""foreground"":""rgb(0, 156, 194)""}},{""type"":""UNDERLINE""}]}}],""type"":""PARAGRAPH""},{""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}},""style"":{},""id"":""wqvy611324"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""The Network&nbsp;"",""decorations"":[]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""CONNECT"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""SERIES"",""decorations"":[{""type"":""COLOR"",""colorData"":{""foreground"":""rgb(255, 0, 0)""}},{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""&nbsp;also features analog inputs and external I/O control for remote on/off and fault monitoring."",""decorations"":[]}}],""type"":""PARAGRAPH""}],""metadata"":{""version"":1,""createdTimestamp"":""2022-12-19T17:56:18.279Z"",""updatedTimestamp"":""2022-12-19T17:56:18.279Z"",""id"":""eaad77e9-0e25-49d7-a42c-df6d65eb9f9d""},""documentStyle"":{}}</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/lea-cs88/lea-cs88_main.png,,,,,
ccm-mk3,false,CCM-MK3,,"<p>12 inch coaxial 2 way active monitor, self powered 1200W 2 channel Class D with DSP. 50 to 19000 Hz</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/bassboss/ccm-mk3/ccm-mk3_main.png,CCM-MK3,bassboss,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/bassboss/ccm-mk3/ccm-mk3_datasheet.pdf
cs168,true,"CS168

","SMART AMP | 8 CHANNELS | 160 WATTS PER CHANNEL
","<p>{""nodes"":[{""type"":""PARAGRAPH"",""id"":""foo"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""The&nbsp;"",""decorations"":[]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""CONNECT"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""SERIES"",""decorations"":[{""type"":""COLOR"",""colorData"":{""foreground"":""rgb(255, 0, 0)""}},{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""&nbsp;168 is an 8-channel amplifier with 160 watts per channel. As part of the Network&nbsp;"",""decorations"":[]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""CONNECT"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""SERIES"",""decorations"":[{""type"":""COLOR"",""colorData"":{""foreground"":""rgb(255, 0, 0)""}},{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":"", the world’s first Internet of Things- (IoT) enabled professional-grade amplifiers, it is perfectly suited for small to medium-scale installations. The 168 features direct HiZ (70V or 100V) or LoZ selectable by channel. With three ways to connect, you can engage the built-in Wi-Fi access point, connect to the venue’s Wi-Fi, or use the FAST Ethernet to connect to any local area network via Cat5 or Cat6 cable."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""},""indentation"":0}},{""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}},""style"":{},""id"":""9ft5g11427"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Then there’s the Cloud…Network&nbsp;"",""decorations"":[]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""CONNECT"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""SERIES"",""decorations"":[{""type"":""COLOR"",""colorData"":{""foreground"":""rgb(255, 0, 0)""}},{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""&nbsp;is the first professional amplifier family to feature Cloud connectivity. Harness the power of the Cloud for remote control, monitoring, notifications, and more from any of your personal devices. Just connect your amp to a network and start commanding your systems.&nbsp; Register for your free LEA Cloud account at&nbsp;"",""decorations"":[]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""leaprofessional.cloud"",""decorations"":[{""type"":""LINK"",""linkData"":{""link"":{""url"":""http://leaprofessional.cloud"",""target"":""SELF""}}},{""type"":""COLOR"",""colorData"":{""background"":""transparent"",""foreground"":""rgb(0, 156, 194)""}},{""type"":""UNDERLINE""}]}}],""type"":""PARAGRAPH""},{""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}},""style"":{},""id"":""u43rj11433"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""The Network&nbsp;"",""decorations"":[]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""CONNECT"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""SERIES"",""decorations"":[{""type"":""COLOR"",""colorData"":{""foreground"":""rgb(255, 0, 0)""}},{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""&nbsp;also features analog inputs and external I/O control for remote on/off and fault monitoring."",""decorations"":[]}}],""type"":""PARAGRAPH""}],""metadata"":{""version"":1,""createdTimestamp"":""2022-12-19T17:56:18.279Z"",""updatedTimestamp"":""2022-12-19T17:56:18.279Z"",""id"":""8a37919b-ba72-4884-baf2-9d4e1fd6c54b""},""documentStyle"":{}}</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/lea-cs168/lea-cs168_main.png,,,,,
diamon112-mk3,false,DiaMon112-MK3,,"<p>Wide dispersion compact full range self powered loudspeaker, 1200W 2 channel Class D with DSP. 50 to 19000 Hz</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/bassboss/diamon112-mk3/diamon112-mk3_main.png,DiaMon112-MK3,bassboss,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/bassboss/diamon112-mk3/diamon112-mk3_datasheet.pdf
lx-7-100,false,LX-7 100,,"<p>LINEAR LCR Sound Bar 250 Watts RMS recommended amplifier power, (to suit 100"" screens)</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/krix/lx-7-100/lx-7-100_main.png,LX-7 100,krix,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/krix/lx-7-100/lx-7-100_datasheet.pdf
lx-7-75,false,LX-7 75,,"<p>LINEAR LCR Sound Bar 250 Watts RMS recommended amplifier power, (to suit 75"" screens)</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/krix/lx-7-75/lx-7-75_main.png,LX-7 75,krix,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/krix/lx-7-75/lx-7-75_datasheet.pdf
ssp215,false,SSP215,,"<p>Vented dual 15 inch direct radiator cabinet subwoofer, 2500W RMS with DSP. 35 to 100 Hz</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/bassboss/ssp215/ssp215_main.png,SSP215,bassboss,audio,subwoofer,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/bassboss/ssp215/ssp215_datasheet.pdf
mfla-mk3,true,MFLA-MK3,"DUAL 12"" LINE ARRAY Simply indescribable output, pristine clarity, and exceptional expandability.","<p>{""nodes"":[{""type"":""PARAGRAPH"",""id"":""3188r20723"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""MAJOR MOJO"",""decorations"":[{""type"":""COLOR"",""colorData"":{}},{""type"":""BOLD"",""fontWeightValue"":700}]}}],""paragraphData"":{}},{""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}},""style"":{},""id"":""9nyy920727"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""You don't follow the crowd, you wow the crowd. You seek out the best, not the best known. You're known for breaking new ground. You probably have some choice words for anyone who tells you what to do."",""decorations"":[{""type"":""COLOR"",""colorData"":{}}]}}],""type"":""PARAGRAPH""},{""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}},""style"":{},""id"":""ypldo20737"",""nodes"":[],""type"":""PARAGRAPH""},{""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}},""style"":{},""id"":""3jxgv20740"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""MACHINE LEAN-IN"",""decorations"":[{""type"":""COLOR"",""colorData"":{}},{""type"":""BOLD"",""fontWeightValue"":700}]}}],""type"":""PARAGRAPH""},{""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}},""style"":{},""id"":""wdhwj20750"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""The coverage pattern of a line array is defined by patterns of destructive interference. The optimal design minimizes destructive interference in areas where high SPL is desired. The MFLA is to be deployed where high SPL is desired."",""decorations"":[{""type"":""COLOR"",""colorData"":{}}]}}],""type"":""PARAGRAPH""},{""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}},""style"":{},""id"":""m4z8520765"",""nodes"":[],""type"":""PARAGRAPH""},{""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}},""style"":{},""id"":""97b4m20770"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""MAX HEADROOM"",""decorations"":[{""type"":""COLOR"",""colorData"":{}},{""type"":""BOLD"",""fontWeightValue"":700}]}}],""type"":""PARAGRAPH""},{""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}},""style"":{},""id"":""qq0kd20776"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""The performance of the MFLA is the result of breaking from convention, following only the laws of physics, and making unorthodox choices. Most line-array marketing is intended to make the manufacturer look smart without telling you anything. Let's make you look smart instead."",""decorations"":[{""type"":""COLOR"",""colorData"":{}}]}}],""type"":""PARAGRAPH""},{""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}},""style"":{},""id"":""ozjni20790"",""nodes"":[],""type"":""PARAGRAPH""},{""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}},""style"":{},""id"":""zbd5e20797"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""DIFFRACTION MATRIX"",""decorations"":[{""type"":""COLOR"",""colorData"":{}},{""type"":""BOLD"",""fontWeightValue"":700}]}}],""type"":""PARAGRAPH""},{""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}},""style"":{},""id"":""ukqkb20805"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""A line array that provides so much output that you certainly won't need as many of them as anything else. Loaded with Neodymium 12\"" woofers and 3\"" VC compression drivers, featuring fixe"",""decorations"":[{""type"":""COLOR"",""colorData"":{}}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""d-hinge flyware that also facilitates ground-support deployment and a DSP-equipped 3200 Watts of amplification with remote control."",""decorations"":[]}}],""type"":""PARAGRAPH""}],""metadata"":{""version"":1,""createdTimestamp"":""2022-12-19T17:56:18.279Z"",""updatedTimestamp"":""2022-12-19T17:56:18.279Z"",""id"":""916da532-e3ea-4276-a825-470404896a9e""},""documentStyle"":{}}</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/bassboss/mfla-mk3/mfla-mk3_main.png,,,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/bassboss/mfla-mk3/mfla-mk3_datasheet.pdf
sublime8,false,Sublime8,,"<p>3 way active self powered full range system, 18 inch subwoofer and biamped column top with dual 8 inch mid ranges</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/bassboss/sublime8/sublime8_main.png,Sublime8,bassboss,audio,subwoofer,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/bassboss/sublime8/sublime8_datasheet.pdf
krakatoa-mk3,false,Krakatoa-MK3,,"<p>Quintuple 18 inch, 7500W 4 way Active Coaxial Loudspeaker, 4 inch Midrange, 2 inch Tweeter, DSP. Textured Black</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/bassboss/krakatoa-mk3/krakatoa-mk3_main.png,Krakatoa-MK3,bassboss,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/bassboss/krakatoa-mk3/krakatoa-mk3_datasheet.pdf
