Slug,:draft,Title,Sub Title,Product Description,Technical Table,Brand,Product Categories,Product Tags,Specsheet
kw3213,false,KW3213,KW3213 custom-length Aria soundbar module for TV and cinema systems.,"<h3 dir=""auto"">KW3213 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KW3213</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw3213/kw3213_datasheet.pdf
kw3308,false,KW3308,KW3308 custom-length Aria soundbar module for TV and cinema systems.,"<h3 dir=""auto"">KW3308 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KW3308</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw3308/kw3308_datasheet.pdf
kw3313,false,KW3313,KW3313 custom-length Aria soundbar module for TV and cinema systems.,"<h3 dir=""auto"">KW3313 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KW3313</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw3313/kw3313_datasheet.pdf
kw3316,false,KW3316,KW3316 custom-length Aria soundbar module for TV and cinema systems.,"<h3 dir=""auto"">KW3316 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KW3316</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw3316/kw3316_datasheet.pdf
kw413,false,KW413,KW413 on-wall/on-ceiling speaker for visible architectural audio installations.,"<h3 dir=""auto"">KW413 visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KW413</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw413/kw413_datasheet.pdf
kw513,false,KW513,KW513 on-wall/on-ceiling speaker for visible architectural audio installations.,"<h3 dir=""auto"">KW513 visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KW513</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw513/kw513_datasheet.pdf
microbaffle,false,MICROBAFFLE,Acoustic Panel,"<h3>Description</h3><p>The acoustic panel for ceilings Microbaffle™&nbsp; with wooden slats is part of the collection Architectural Acoustic Solution. The collection is the result of 15 years of constant acoustic innovation, aiming at offering the best acoustic comfort solution to any environment.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>MICROBAFFLE</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Acoustic panel</td></tr></tbody></table>,garvan-acoustics,"cinema,audio",acoustic-sound-panels,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/microbaffle/microbaffle_datasheet.pdf
quadra,false,QUADRA,Acoustic Tiles,"<p dir=""auto"">The Quadra™ acoustic tiles for false ceilings are part of the collection Architectural Acoustic Solution. The collection is the result of 15 years of constant acoustic innovation, aiming at offering the best acoustic comfort solution to any environment.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>QUADRA</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Acoustic panel</td></tr></tbody></table>,garvan-acoustics,"cinema,audio",acoustic-sound-panels,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/quadra/quadra_datasheet.pdf
sa203,false,SA203,Micro loudspeaker,"<p dir=""auto"">The new Microkit 2.1 offers a comfortable listening experience with a minimal aesthetic impact. The system consists of two micro loudspeakers SA203 + subwoofer WA113 and is designed to be connected to any high-quality stereo amplifier, to obtain an audio performance far superior to comparable and traditional systems.</p><h3 dir=""auto"">Minimal design and endless customisation possibilities</h3><p dir=""auto"">Timeless design and steel structure accompanied by various and elegant finishes, colours and customisations solutions of both the cabinet and the grid or of the cloth covering the bookshelf speakers.</p><img alt="""" src=""https://framerusercontent.com/images/eU6CKmPn1IdLnwDoHyPp2wLNPM.png""><h3 dir=""auto"">Premium listening experience</h3><p dir=""auto"">We approach every aspect of the designing and building with the aim of delivering a superior sound performance: light sound, natural, relaxing, and realistic acoustic scene.&nbsp; That’s why we only choose state-of-the-art electronic components. Our bookshelf speakers are completely designed and manufactured in in Italy and are tested one by one.</p><img alt="""" src=""https://framerusercontent.com/images/ai0sTCPUSvA94vz6K1iIyAYpuA.png""><h3 dir=""auto"">Easy installation and superior versatility</h3><p dir=""auto"">Regardless of budget, size of the environment, type of mounting technology (wall, ceiling or on furniture or shelves), and listening experience and performances (stereo, multi-room, home theatre), [CORO] speakers represent the right solution for every need and are extremely easy to install.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>SA203</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Subwoofer</td></tr></tbody></table>,garvan-acoustics,audio,subwoofer,https://framerusercontent.com/assets/xobwDnoLWYHrDERXNrHgGHTg.pdf
sa520,false,SA520,"2 way passive radiator
ACOUSTIC SOUND PANELS","<h3>Description</h3><p>The acoustic sound panels with integrated speaker CinemAtelier™ are part of the collection Architectural Acoustic Solution. The collection is the result of 15 years of constant acoustic innovation, aiming at offering the best acoustic comfort solution to any environment.</p><p><br></p><p><strong>Tailor-made acoustic panels with integrated loudspeaker</strong></p><p> CinemAtelier combines Atelier acoustic panels, a product of high-quality, Made in Italy manufacture, with the high fidelity of Garvan loudspeakers. The acoustic sound panels can be installed next to or under the TV and they feature integrated speakers, for a customised sound solution.</p><p><br></p><p><strong>Tailor-made acoustic solutions for your TV</strong></p><p><strong>CinemAtelier™</strong> panels are tailor-made, to perfectly adapt to the size of any kind of screen, guaranteeing an unparalleled acoustic and aesthetic result. Perfect integration and ease of installation are two fundamental elements distinguishing the collection.</p><p><br></p><p><strong>Italian craftsmanship and high customisation possibilities</strong></p><p><strong>CinemAtelier™ </strong>acoustic sound panels are characterized by the excellent quality of Italian craftsmanship. The fabric covering the surface also covers the side surfaces and adds to the product a sartorial effect, particularly suitable for interior design. CinemAtelier™ is available in a wide range of finishes, colors, and custom graphics. The fireproof acoustic fabric in Trevira CS yarn offers a velvety tactile experience and is similar to cotton.</p><p><br></p><p><strong>CinemAtelier™</strong> allows reducing indoor noise and reverberation, thus offering the guests an improved and pleasant acoustic experience. Thanks to the soundproofing features of the panels combined with the high-quality sound of the integrated speakers, CinemAtelier™ will let you experience intense emotions like you were at the cinema.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>SA520</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Acoustic panel</td></tr></tbody></table>,garvan-acoustics,"cinema,audio",acoustic-sound-panels,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sa520/sa520_datasheet.pdf
sn116,false,SN116,OUTDOOR LOUDSPEAKER,"<h3 dir=""auto"">Description</h3><p dir=""auto"">The SN116 outdoor loudspeaker is designed to be installed in gardens and terraces, for a superior outdoor listening experience. Thanks to its minimal design and maximum power offered in the smallest size it enriches the finest outdoor spaces. The 360 ° natural and light sound offers a superior listening experience.</p><h3 dir=""auto"">Designed for your outdoor spaces</h3><p dir=""auto"">The LOTO outdoor speakers are designed for outdoor installation and feature an essential and geometric design, optimised fixing solutions for swimming pools, parks, terraces, verandas, also in Corian and in a wide choice of finishes.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>SN116</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker (outdoor)</td></tr></tbody></table>,garvan-acoustics,audio,"speaker,outdoor",https://framerusercontent.com/assets/Taay3OjfoEJiAYIzzIgHbGhdc.pdf
sn120,false,SN120,OUTDOOR LOUDSPEAKER,"<p dir=""auto"">The SN120 outdoor loudspeaker is designed to be installed in gardens and terraces, for a superior outdoor listening experience. Thanks to its minimal design and maximum power offered in the smallest size it enriches the finest outdoor spaces. The 360 ° natural and light sound offers a superior listening experience.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>SN120</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker (outdoor)</td></tr></tbody></table>,garvan-acoustics,audio,"speaker,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn120/sn120_datasheet.pdf
sn220,false,SN220,Garden speaker with optional LED light,"<p dir=""auto"">The <strong>SN220 garden speaker</strong> was created on the basis of the SN120 and like it is designed for outdoor listening and placement. It has been <strong>improved in terms of power and frequency extension</strong>. Optional LED lighting also makes it a decor illuminate body. With <strong>minimal design</strong>, light and maximum power in the smallest footprint, it <strong>enriches even the most sought-after spaces</strong>.</p><p dir=""auto""><strong>TECHNICAL SPECIFICATIONS</strong><br>Models: 4 ohms &amp; 100 V<br>Type: Pneumatic suspension<br>RMS/MAX power (W): 200 / 400<br>Speaker size AxLxD (cm): 62.5 x 26.0 x 26.0</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>SN220</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker (outdoor)</td></tr></tbody></table>,garvan-acoustics,audio,"speaker,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sn220/sn220_datasheet.pdf
sound-quadra,false,Sound Quadra,Sound Quadra combines Garvan loudspeaker technology with acoustic panel integration.,"<h3 dir=""auto"">Sound Quadra integrated acoustic speaker solution</h3><p dir=""auto"">A Garvan system that combines acoustic treatment with loudspeaker integration, keeping the room visually clean while improving listening comfort.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>Sound Quadra</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Acoustic panel</td></tr></tbody></table>,garvan-acoustics,"cinema,audio",acoustic-sound-panels,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/sound-quadra/sound-quadra_datasheet.pdf
svk15,false,SVK15,HANGING SPEAKER,"<p dir=""auto"">Goccia is the only hanging speaker that blends natural sound diffusion with design and art. A decorative piece of furniture, totally made in Faenza’s ceramic, with a timeless design, suspended from the ground thanks to state-of-the-art components.</p><p dir=""auto""><br></p><h3 dir=""auto""><strong>Pure sound</strong></h3><p dir=""auto"">Garvan’s concept of “pure sound” draws inspiration from an ideal suspended spherical loudspeaker, which recreates a real-life acoustic condition, providing a natural and crystal-clear sound. This is made possible by state-of-the-art components, Italian craftsmanship and individual tuning of each speaker.</p><img alt="""" src=""https://framerusercontent.com/images/z4RJvdVMVrb329wYXyotwRfLvrA.png""><h3 dir=""auto""><strong>Timeless design</strong></h3><p dir=""auto"">Our timeless design allows bringing the possibilities of suspended lighting techniques into your sound diffusion solutions, creating refined pieces of furniture, with sinuous shapes inspired by nature, available in various colours.</p><img alt="""" src=""https://framerusercontent.com/images/5IYVVIFrrxYNkJVo59Op0KugA70.png""><h3 dir=""auto""><strong>A unique ceramic work of art from Faenza</strong></h3><p dir=""auto"">Every ceramic product is unique and unrepeatable, because it is manufactured individually by the expert hands of the Masters of the well-known Gatti Ceramic Workshop in Faenza. Exclusive finishes are available drawing from our culture and history: traditional decoration patterns from Faenza, a motorbike theme inspired by the Misano World Circuit and signed by the renowned designer Aldo Drudi (ADI Golden Compass Award), breath-taking pearl effects, noble metals (gold, platinum and copper), and the “Riflesso” effect, a unique ceramic technique whose secret has remained unknown for over a century.</p><img alt="""" src=""https://framerusercontent.com/images/htY3RH5UOC7ZptPudOSOWOhefiE.png""><img alt="""" src=""https://framerusercontent.com/images/fLU9rMiqSESWoeQ4Ro0kMXmY6E.png"">",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>SVK15</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://framerusercontent.com/assets/lrRjie7MAk9BmpEGsIj59Gu72Q.pdf
wa113,false,WA113,WA113 Garvan subwoofer for architectural low-frequency support.,"<h3 dir=""auto"">WA113 subwoofer</h3><p dir=""auto"">A Garvan subwoofer for adding low-frequency support to architectural audio systems, with installation options across in-wall, on-wall, floor and outdoor use.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>WA113</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Subwoofer (outdoor)</td></tr></tbody></table>,garvan-acoustics,audio,"subwoofer,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/wa113/wa113_datasheet.pdf
wa125,false,WA125,OUTDOOR SUBWOOFER,"<p dir=""auto"">The WA125 outdoor subwoofer is enriched in Corian® and is designed for an outdoor installation and listening experience. State-of-the-art components and high-quality materials, for a premium audio performance and resitance even to the coldes temperatures.</p><h3 dir=""auto"">NEW MARBLE EFFECT PORCELAIN FINISH</h3><p dir=""auto"">For our outdoor subwoofer, we introduce the new marble effect porcelain finish, combining 360-degree sound excellence with a timeless design. This element is designed to integrate perfectly with the aesthetics of outdoor environments, maintaining its elegance and functionality in any weather condition.</p><img alt="""" src=""https://framerusercontent.com/images/Asmp3syVthD5eMhhpgSU0Et8tvk.png""><h3 dir=""auto"">Designed for your outdoor spaces</h3><p dir=""auto"">The WA125 outdoor subwoofer is designed for outdoor installation and feature an essential and geometric design, optimised fixing solutions for swimming pools, parks, terraces, verandas, also in Corian and a in a wide choice of finishes.</p><img alt="""" src=""https://framerusercontent.com/images/kHuYliFo2KiPiL8f1D4pMmSfBk.png""><h3 dir=""auto"">Superior outdoor listening experience</h3><p dir=""auto"">We approach every aspect of the designing and building of our speakers with the aim of delivering a superior sound performance outdoor. The sound is natural, light and spreads in all directions minimising the number of speakers required, thanks to the acoustic lens and the maximum ratio between power and size. Garvan-designed outdoor subwoofers are 100% Made in Italy and feature state-of-the-art electronic components. Plus, every and each loudspeaker is individually tested.</p><img alt="""" src=""https://framerusercontent.com/images/cdizY3gEHcr3DfZNJbugQCIpCxA.png"">",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>WA125</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Subwoofer (outdoor)</td></tr></tbody></table>,garvan-acoustics,audio,"subwoofer,outdoor",https://framerusercontent.com/assets/RAulISz8ATZ3BZsNMBCqpAIThFk.pdf
wa130h,false,WA130H,WA130H CinemAtelier module for speaker integration inside decorative acoustic panels.,"<h3 dir=""auto"">WA130H integrated acoustic speaker solution</h3><p dir=""auto"">A Garvan system that combines acoustic treatment with loudspeaker integration, keeping the room visually clean while improving listening comfort.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>WA130H</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Acoustic panel</td></tr></tbody></table>,garvan-acoustics,"cinema,audio",acoustic-sound-panels,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/wa130h/wa130h_datasheet.pdf
wa138,false,WA138,High-Performance Outdoor Subwoofer,"<p dir=""auto"">WA138 is a high-performance outdoor subwoofer designed to deliver deep and powerful bass even in open spaces. Equipped with a 15″ (380 mm) driver and bass reflex design, it achieves 1200W AES and 2400W continuous power.</p><figure><table><tbody><tr><td><p dir=""auto"">Outdoor bass reflex subwoofer with 1x15"" (380 mm) driver</p></td></tr><tr><td><p dir=""auto"">• AES power handling: 1200W / Continuous: 2400W</p></td></tr><tr><td><p dir=""auto"">• Sensitivity: 94 dB (1W/1m) - Max SPL &gt; 120 dB</p></td></tr><tr><td><p dir=""auto"">• Frequency response (-10 dB): below 30 Hz</p></td></tr><tr><td><p dir=""auto"">• Cabinet made of HPL or Corian- highly durable and weather resistant</p></td></tr><tr><td><p dir=""auto"">• IP35 protection rating - suitable for outdoor installations</p></td></tr><tr><td><p dir=""auto"">• Operating temperature: -25 °C to +70 °C</p></td></tr><tr><td><p dir=""auto"">• Designed for free-standing installation</p></td></tr><tr><td><p dir=""auto"">• Preset EQ and high-pass filter recommended (32 Hz - 48 dB/Oct)</p></td></tr></tbody></table></figure>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>WA138</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Subwoofer (outdoor)</td></tr></tbody></table>,garvan-acoustics,audio,"subwoofer,outdoor",https://framerusercontent.com/assets/1p50UTRU10FqByfnDEM17w1C48.pdf
wa216-active,false,WA216 Active,WA216 Active Garvan subwoofer for architectural low-frequency support.,"<h3 dir=""auto"">WA216 Active subwoofer</h3><p dir=""auto"">A Garvan subwoofer for adding low-frequency support to architectural audio systems, with installation options across in-wall, on-wall, floor and outdoor use.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>WA216 Active</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Subwoofer (outdoor)</td></tr></tbody></table>,garvan-acoustics,audio,"subwoofer,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/wa216-active/wa216-active_datasheet.pdf
wa216-passive,false,WA216 Passive,WA216 Passive Garvan subwoofer for architectural low-frequency support.,"<h3 dir=""auto"">WA216 Passive subwoofer</h3><p dir=""auto"">A Garvan subwoofer for adding low-frequency support to architectural audio systems, with installation options across in-wall, on-wall, floor and outdoor use.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>WA216 Passive</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Subwoofer (outdoor)</td></tr></tbody></table>,garvan-acoustics,audio,"subwoofer,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/wa216-passive/wa216-passive_datasheet.pdf
wa220,false,WA220,Acoustic Sound Panels,"<p dir=""auto"">The acoustic sound panels with integrated speaker CinemAtelier™ are part of the collection Architectural Acoustic Solution. The collection is the result of 15 years of constant acoustic innovation, aiming at offering the best acoustic comfort solution to any environment.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>WA220</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Acoustic panel</td></tr></tbody></table>,garvan-acoustics,"cinema,audio",acoustic-sound-panels,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/wa220/wa220_datasheet.pdf
wa220h,false,WA220H,WA220H CinemAtelier module for speaker integration inside decorative acoustic panels.,"<h3 dir=""auto"">WA220H integrated acoustic speaker solution</h3><p dir=""auto"">A Garvan system that combines acoustic treatment with loudspeaker integration, keeping the room visually clean while improving listening comfort.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>WA220H</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Acoustic panel</td></tr></tbody></table>,garvan-acoustics,"cinema,audio",acoustic-sound-panels,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/wa220h/wa220h_datasheet.pdf
wae121p,false,WAE121P,WAE121P Garvan subwoofer for architectural low-frequency support.,"<h3 dir=""auto"">WAE121P subwoofer</h3><p dir=""auto"">A Garvan subwoofer for adding low-frequency support to architectural audio systems, with installation options across in-wall, on-wall, floor and outdoor use.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>WAE121P</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Subwoofer (outdoor)</td></tr></tbody></table>,garvan-acoustics,audio,"subwoofer,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/wae121p/wae121p_datasheet.pdf
wic125,false,WIC125,WIC125 Garvan subwoofer for architectural low-frequency support.,"<h3 dir=""auto"">WIC125 subwoofer</h3><p dir=""auto"">A Garvan subwoofer for adding low-frequency support to architectural audio systems, with installation options across in-wall, on-wall, floor and outdoor use.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>WIC125</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Subwoofer (outdoor)</td></tr></tbody></table>,garvan-acoustics,audio,"subwoofer,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/wic125/wic125_datasheet.pdf
wr116,false,WR116,WR116 Garvan subwoofer for architectural low-frequency support.,"<h3 dir=""auto"">WR116 subwoofer</h3><p dir=""auto"">A Garvan subwoofer for adding low-frequency support to architectural audio systems, with installation options across in-wall, on-wall, floor and outdoor use.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>WR116</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Subwoofer (outdoor)</td></tr></tbody></table>,garvan-acoustics,audio,"subwoofer,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/wr116/wr116_datasheet.pdf
wr216,false,WR216,WR216 Garvan subwoofer for architectural low-frequency support.,"<h3 dir=""auto"">WR216 subwoofer</h3><p dir=""auto"">A Garvan subwoofer for adding low-frequency support to architectural audio systems, with installation options across in-wall, on-wall, floor and outdoor use.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>WR216</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Subwoofer (outdoor)</td></tr></tbody></table>,garvan-acoustics,audio,"subwoofer,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/wr216/wr216_datasheet.pdf
wr416,false,WR416,WR416 Garvan subwoofer for architectural low-frequency support.,"<h3 dir=""auto"">WR416 subwoofer</h3><p dir=""auto"">A Garvan subwoofer for adding low-frequency support to architectural audio systems, with installation options across in-wall, on-wall, floor and outdoor use.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>WR416</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Subwoofer (outdoor)</td></tr></tbody></table>,garvan-acoustics,audio,"subwoofer,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/wr416/wr416_datasheet.pdf
wx125,false,WX125,WX125 Garvan subwoofer for architectural low-frequency support.,"<h3 dir=""auto"">WX125 subwoofer</h3><p dir=""auto"">A Garvan subwoofer for adding low-frequency support to architectural audio systems, with installation options across in-wall, on-wall, floor and outdoor use.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>WX125</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Subwoofer (outdoor)</td></tr></tbody></table>,garvan-acoustics,audio,"subwoofer,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/wx125/wx125_datasheet.pdf
wx130,false,WX130,WX130 Garvan subwoofer for architectural low-frequency support.,"<h3 dir=""auto"">WX130 subwoofer</h3><p dir=""auto"">A Garvan subwoofer for adding low-frequency support to architectural audio systems, with installation options across in-wall, on-wall, floor and outdoor use.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>WX130</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Subwoofer (outdoor)</td></tr></tbody></table>,garvan-acoustics,audio,"subwoofer,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/wx130/wx130_datasheet.pdf
