Slug,Product Description,Gallery
pd-3x4,"<p dir=""auto"">The MAG Audio PD-3x4 is a 19 in 3U power distributor that feeds three Powersoft X-Series amplifiers from a single CEE 32A mains feed. It supplies 4x analog XLR, 2x AES/EBU XLR with link-through, 2x EtherCon network, and 12x Speakon 4-pin plus 3x Speakon 8-pin speaker outputs. Built for MAG Audio AmpRack, MN, and WAR fly-rack assemblies using Neutrik and PCE connectors.</p><ul dir=""auto""><li data-preset-tag=""p""><p>3x Powersoft X-Series mains outlets plus 2x AUX Schuko</p></li><li data-preset-tag=""p""><p>12x Speakon 4-pin and 3x Speakon 8-pin speaker outputs</p></li><li data-preset-tag=""p""><p>CEE 32A 3P+N+E input with link-through</p></li></ul>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/Power_Distributor/PD-3x4_back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/Power_Distributor/PD-3x4_front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/Power_Distributor/PD-3x4_iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/Power_Distributor/PD-3x4_iso_back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/Power_Distributor/PD-3x4_side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/Power_Distributor/PD-3x4_top-1000x1000.jpg"
pd-4x4,"<p dir=""auto"">The MAG Audio PD-4x4 is a 19 in 3U power distributor designed to feed four Powersoft X-Series amplifiers from a single CEE 32A mains feed. It provides 4x analog XLR, 2x AES/EBU XLR with link-through, 2x EtherCon network, and 16x Speakon 4-pin plus 4x Speakon 8-pin speaker outputs. Built for MAG Audio AmpRack, MN, and WAR fly-rack assemblies using Neutrik and PCE connectors.</p><ul dir=""auto""><li data-preset-tag=""p""><p>4x Powersoft X-Series mains outlets plus 1x AUX Schuko</p></li><li data-preset-tag=""p""><p>16x Speakon 4-pin and 4x Speakon 8-pin speaker outputs</p></li><li data-preset-tag=""p""><p>CEE 32A 3P+N+E mains input</p></li></ul>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/Power_Distributor/PD-4x4_back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/Power_Distributor/PD-4x4_front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/Power_Distributor/PD-4x4_iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/Power_Distributor/PD-4x4_side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/Power_Distributor/PD-4x4_top-1000x1000.jpg"
cue-li,"<p dir=""auto"">CUE Li is the largest in-wall model in the CUE Series, engineered for concealed high-output applications. With six woofers, four passive radiators, and the same high-resolution 1 in tweeter as the surface-mounted CUE L, it delivers authoritative full-range performance behind fabric or false walls. Intended for large spaces where visual minimalism is non-negotiable.</p><ul dir=""auto""><li data-preset-tag=""p""><p>6 x 2 in woofers + 4 x passive radiators + 1 in tweeter</p></li><li data-preset-tag=""p""><p>114.5 dB max SPL, 120 degrees horizontal coverage</p></li><li data-preset-tag=""p""><p>Concealed in-wall installation, 12 Ohm</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/CUE-series/CUE-Li-main-1000x1000.JPG
cue-mi,"<p dir=""auto"">CUE Mi is the in-wall counterpart to CUE M, providing increased output and coverage for hidden installations. Features a four-woofer setup, dual passive radiators, and the series-standard 1 in tweeter for consistent performance across mixed visible and concealed systems. Ideal for restaurants, galleries, and public interiors requiring clean architectural surfaces.</p><ul dir=""auto""><li data-preset-tag=""p""><p>4 x 2 in woofers + 2 x passive radiators + 1 in tweeter</p></li><li data-preset-tag=""p""><p>111 dB max SPL, 120 degrees horizontal coverage</p></li><li data-preset-tag=""p""><p>Concealed in-wall installation, 8 Ohm</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/CUE-series/CUE-Mi-main-1000x1000.JPG
cue-si,"<p dir=""auto"">CUE Si is the in-wall version of CUE S, designed for fully concealed installations behind acoustically transparent surfaces. Utilizing the same dual 2 in woofers, passive radiators, and 1 in high-frequency driver as the surface-mounted model, CUE Si achieves identical tonal balance and clarity while maintaining a more discreet visual presence.</p><ul dir=""auto""><li data-preset-tag=""p""><p>2 x 2 in woofers + 2 x passive radiators + 1 in tweeter</p></li><li data-preset-tag=""p""><p>105 dB max SPL, 120 degrees horizontal coverage</p></li><li data-preset-tag=""p""><p>Concealed in-wall installation, 4 Ohm</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/CUE-series/CUE-Si-main-1000x1000.JPG
cue-sub,"<p dir=""auto"">CUE Sub is an ultra-slim, on-wall subwoofer designed to extend low-frequency performance in architectural installations without occupying floor space. Featuring dual 8 in drivers firing directly into the wall, it delivers controlled, punchy bass while remaining physically safe and visually discreet. Supplied with an integrated mounting bracket.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Dual 8 in drivers with 1.5 in voice coils</p></li><li data-preset-tag=""p""><p>122 dB max SPL, 45-200 Hz response, 400 W</p></li><li data-preset-tag=""p""><p>Ultra-slim on-wall enclosure with integrated bracket</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/CUE-series/CUE-Sub-iso-rear-1000x1000.JPG
cue-l,"<p dir=""auto"">CUE L is the flagship column of the CUE Series. Six woofers combined with four passive radiators deliver enhanced low-frequency weight, paired with the shared 1 in tweeter. Engineered for demanding installations requiring higher SPL, extended coverage, and authoritative presence. Suitable for clubs, performance spaces, and large public interiors.</p><ul dir=""auto""><li data-preset-tag=""p""><p>6 x 2 in woofers + 4 x passive radiators + 1 in tweeter</p></li><li data-preset-tag=""p""><p>114.5 dB max SPL, 120 degrees horizontal coverage</p></li><li data-preset-tag=""p""><p>Aluminum enclosure, 12 Ohm, 150 W</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/CUE-series/CUE-L-main-1000x1000.JPG
cue-m,"<p dir=""auto"">CUE M is the balanced workhorse of the CUE Series, offering increased output and coverage while maintaining a slim architectural profile. With four woofers, dual passive radiators, and the same high-resolution 1 in tweeter used across the series, CUE M provides confident midrange projection and controlled low frequencies. Well-suited for bars, restaurants, galleries, and medium-scale spaces.</p><ul dir=""auto""><li data-preset-tag=""p""><p>4 x 2 in woofers + 2 x passive radiators + 1 in tweeter</p></li><li data-preset-tag=""p""><p>111 dB max SPL, 120 degrees horizontal coverage</p></li><li data-preset-tag=""p""><p>Aluminum enclosure, 8 Ohm, 100 W</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/CUE-series/CUE-M-main-1000x1000.JPG
cue-s,"<p dir=""auto"">CUE S is the most compact loudspeaker within the CUE Series lineup. Dual 2 in woofers, dual passive radiators, and a precision 1 in high-frequency driver deliver articulate sound with surprising low-end presence for its size. Suits intimate venues, corridors, lounges, and architectural accents.</p><ul dir=""auto""><li data-preset-tag=""p""><p>2 x 2 in woofers + 2 x passive radiators + 1 in tweeter</p></li><li data-preset-tag=""p""><p>105 dB max SPL, 120 degrees horizontal coverage</p></li><li data-preset-tag=""p""><p>Aluminum enclosure, 4 Ohm, 50 W</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/CUE-series/CUE-S-main-1000x1000.JPG
fly-r60,"<p dir=""auto"">FLY-R60 is a potent passive line array solution featuring four 6.5 in woofers and two 1.4 in high-frequency transducers. Engineered for short to medium-throw applications, delivering 70 degrees horizontal coverage with a 0 degree vertical splay angle for controlled dispersion. Integrated flying hardware enables flexible mounting.</p><ul dir=""auto""><li data-preset-tag=""p""><p>4 x 6.5 in LF drivers and 2 x 1.4 in HF drivers</p></li><li data-preset-tag=""p""><p>125 dB max SPL, 70 degrees H coverage, 0 degree V splay</p></li><li data-preset-tag=""p""><p>600 W power handling, 8 Ohm</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FLY-R/FLY-R60-main-1000x1000.JPG
fly-r68,"<p dir=""auto"">FLY-R68 is engineered for short and medium-throw applications, featuring four 6.5 in woofers and two 1.4 in high-frequency drivers. It delivers 110 degrees horizontal coverage with an 8 degree vertical splay angle, providing tightly controlled dispersion and high intelligibility.</p><ul dir=""auto""><li data-preset-tag=""p""><p>4 x 6.5 in LF drivers and 2 x 1.4 in HF drivers</p></li><li data-preset-tag=""p""><p>125 dB max SPL, 110 degrees H coverage, 8 degree V splay</p></li><li data-preset-tag=""p""><p>600 W power handling, 8 Ohm</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FLY-R/FLY-R68-main-1000x1000.JPG
fly-r8b,"<p dir=""auto"">FLY-R8B is a passive cardioid subwoofer engineered for concert halls, theaters, and clubs. A unique six-driver configuration with four front-firing and two rear-firing 8 in woofers achieves up to -16 dB rear cancellation, reducing stage noise and focusing sound toward the audience.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Six 8 in drivers (4 front-firing + 2 rear-firing)</p></li><li data-preset-tag=""p""><p>Cardioid pattern with up to -16 dB rear cancellation</p></li><li data-preset-tag=""p""><p>127 dB max SPL, 45-200 Hz response</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FLY-R/FLY-R8B-main-1000x1000.JPG
htf-01,"<p dir=""auto"">HTF-01 is a universal flying frame for HORNET arrays, enabling linear array installation. Lightweight and transportable, it supports up to 16 Hornet 12 units and is suited for wall, ceiling, indoor, and outdoor mounting. Accessory, not a loudspeaker.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Compatible with HORNET 12 arrays, up to 16 units</p></li><li data-preset-tag=""p""><p>Lightweight 30 kg construction</p></li><li data-preset-tag=""p""><p>Suitable for wall, ceiling, indoor and outdoor mounting</p></li></ul>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Hornet/Hornet-12-group_iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Hornet/Hornet-12-group_side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Hornet/Hornet-HTF-01_front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Hornet/Hornet-HTF-01_iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Hornet/Hornet-HTF-01_side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Hornet/Hornet-HTF-01_top-1000x1000.jpg"
cl-s,"<h3 dir=""auto"">Suspended ceiling install for AIR-S subwoofers</h3><p dir=""auto"">The CL-S is MAG Audio's dedicated ceiling adapter family for the AIR-S installation subwoofers (AIR-S12, AIR-S15, AIR-S18 and their IP-rated counterparts). It hangs the cabinet securely overhead so low frequencies can be placed above the listening plane in clubs, lobbies and retail builds without sacrificing the rest of the floorplan.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Three size variants - CL-S12, CL-S15 and CL-S18 - matched to each AIR-S enclosure</p></li><li data-preset-tag=""p""><p>Compatible with both standard and IP weather-resistant subwoofer versions</p></li><li data-preset-tag=""p""><p>Reliable factory-engineered hardware sized for the corresponding cabinet weight</p></li></ul><p dir=""auto"">Like the rest of MAG's AIR mounting line, CL-S is a budget-friendly, install-friendly solution that gets sub-bass off the ground and out of the way for permanent installations indoors or out.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S12-AIR-S12-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S12-AIR-S12-IP-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S12-AIR-S12-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S12-AIR-S12-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S12-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S12-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S12-main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S12-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S12-top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S15-AIR-S15-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S15-AIR-S15-IP-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S15-AIR-S15-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S15-AIR-S15-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S15-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S15-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S15-main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S15-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S15-top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S18-AIR-S18-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S18-AIR-S18-IP-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S18-AIR-S18-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S18-AIR-S18-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S18-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S18-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S18-main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S18-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S18-top-1000x1000.jpg"
lair-122,"<h3 dir=""auto"">Dedicated U-bracket for AIR-122</h3><p dir=""auto"">LAIR-122 is the factory U-bracket sized for the MAG Audio AIR-122 two-way installation loudspeaker. It carries the cabinet on wall or ceiling while preserving the speaker's full tilt and rotation range, so coverage can be tuned to the room after the box is up.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Purpose-built for the AIR-122 and the weather-resistant AIR-122-IP</p></li><li data-preset-tag=""p""><p>Wall or ceiling mounting, indoor or outdoor with the IP variant</p></li><li data-preset-tag=""p""><p>Lightweight, install-friendly hardware engineered by MAG for the matching enclosure</p></li></ul><p dir=""auto"">Like the rest of MAG's LAIR line, the bracket is positioned as a budget-friendly, beginner-friendly solution that takes the guesswork out of permanent AIR-series installs in retail, hospitality and touring rigs.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-1220001-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-1220002-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-1220003-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-1220004-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-1220005-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-1220006_main-1000x1000.jpg"
lair-152,"<h3 dir=""auto"">Dedicated U-bracket for AIR-152</h3><p dir=""auto"">LAIR-152 is the factory U-bracket designed around the MAG Audio AIR-152 15-inch two-way installation loudspeaker. It hangs the cabinet from wall or ceiling and keeps the AIR-152's tilt and rotation range fully usable, so the throw can be aimed precisely after the box is mounted.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Matched to the AIR-152 and the weather-resistant AIR-152-IP (LAIR-152-IP variant)</p></li><li data-preset-tag=""p""><p>Wall or ceiling mount with adjustable angle</p></li><li data-preset-tag=""p""><p>Reliable, factory-engineered hardware sized for the AIR-152 cabinet weight</p></li></ul><p dir=""auto"">The LAIR-152 is part of MAG's affordable AIR mounting line - install-friendly, lightweight and ready for permanent indoor or outdoor jobs in retail, leisure and live venues.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-1520001-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-1520002-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-1520003-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-1520004-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-1520005-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-1520006_main-1000x1000.jpg"
lair-62,"<h3 dir=""auto"">Dedicated U-bracket for AIR-62</h3><p dir=""auto"">LAIR-62 is the factory U-bracket designed for the compact MAG Audio AIR-62 6.5-inch installation loudspeaker. It mounts the cabinet on a wall or ceiling and lets installers angle the box precisely toward the listening area after fixing.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Purpose-built for the AIR-62 and the weather-resistant AIR-62-IP (LAIR-62-IP variant)</p></li><li data-preset-tag=""p""><p>Wall or ceiling mounting with tilt and rotation adjustment</p></li><li data-preset-tag=""p""><p>Lightweight, factory-engineered hardware matched to the AIR-62 cabinet</p></li></ul><p dir=""auto"">As with the rest of the LAIR line, the LAIR-62 is intended as an affordable, install-friendly bracket suited to retail, hospitality, fitness, AV-over-IP and outdoor projects.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-620001-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-620002-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-620003-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-620004-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-620005-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-620006_main-1000x1000.jpg"
lair-82,"<h3 dir=""auto"">Dedicated U-bracket for AIR-82</h3><p dir=""auto"">LAIR-82 is the factory U-bracket designed for the MAG Audio AIR-82 8-inch two-way installation loudspeaker. It carries the cabinet on wall or ceiling and keeps the full tilt and rotation range available so coverage can be set after mounting.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Matched to the AIR-82 and the weather-resistant AIR-82-IP (LAIR-82-IP variant)</p></li><li data-preset-tag=""p""><p>Wall or ceiling mount, indoor or outdoor with the IP version</p></li><li data-preset-tag=""p""><p>Lightweight, factory-engineered hardware sized for the AIR-82 cabinet weight</p></li></ul><p dir=""auto"">The LAIR-82 belongs to MAG's affordable AIR mounting family - install-friendly, lightweight and ready for permanent jobs in retail, hospitality, leisure and outdoor environments.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-820001-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-820002-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-820003-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-820004-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-820005-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LAIR-820006_main-1000x1000.jpg"
lls,"<h3 dir=""auto"">Tight-to-wall mounting for AIR-S subs</h3><p dir=""auto"">The LLS is a low-profile wall bracket engineered for the MAG Audio AIR-S series of installation subwoofers. Its compact two-part construction pulls the cabinet as close to the wall as possible, freeing up valuable floor space in clubs, restaurants, retail and back-of-house equipment rooms.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Two-part design installs quickly - one half goes on the wall, the other on the subwoofer</p></li><li data-preset-tag=""p""><p>Locking bolt underneath the cabinet adds positive mechanical security</p></li><li data-preset-tag=""p""><p>Works with AIR-S12, AIR-S15, AIR-S18 and their IP weather-resistant versions</p></li></ul><p dir=""auto"">Like the rest of MAG's AIR mounting line, the LLS is an affordable, install-friendly solution sized correctly at the factory for the matching subwoofer cabinet.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/2020/LLS-500x500-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LLS0001-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LLS0002-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LLS0003-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LLS0006_main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/LLS0007-1000x1000.jpg"
air-cl,"<h3 dir=""auto"">Overhead mount for the larger AIR-C cabinets</h3><p dir=""auto"">AIR-CL is MAG Audio's dedicated ceiling-mount accessory for the AIR-C6 and AIR-C8 installation loudspeakers. It suspends the speaker from the ceiling while leaving the full aiming range of the cabinet usable so coverage can be set after install.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Matched to the AIR-C6 (6.5"") and AIR-C8 (8"") two-way installation cabinets</p></li><li data-preset-tag=""p""><p>Ceiling mounting with adjustable angle for room tuning</p></li><li data-preset-tag=""p""><p>Factory-engineered hardware sized for the AIR-C cabinet weight and shape</p></li></ul><p dir=""auto"">Part of the MAG AIR-C accessory line - an affordable, install-friendly system aimed at retail, hospitality, clubs and small entertainment venues where permanent overhead placement is needed.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/AIR-CL-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/AIR-CL-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/AIR-CL-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/AIR-CL-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/AIR-CL-top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/AIR-CL-wh-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/AIR-CL-wh-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/AIR-CL-wh-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/AIR-CL-wh-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/AIR-CL-wh-top-1000x1000.jpg"
