Slug,Thumbnail,Thumbnail:alt,Gallery
kr3213,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3213/aria__aria_01.jpg,KR3213 custom-length Aria soundbar module for TV and cinema systems.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3213/aria__aria_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3213/aria__aria_02.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3213/aria__aria_03.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3213/aria__aria_04.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3213/aria__aria_05.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3213/aria__aria_06.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3213/aria__aria_07.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3213/aria__aria_08.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3213/aria__aria_09.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3213/aria__aria_10.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3213/aria__aria_11.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3213/aria__aria_12.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3213/aria__aria_13.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3213/aria__aria_14.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3213/aria__aria_15.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3213/aria__aria_16.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3213/aria__aria_17.jpg"
kr3308,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3308/aria__aria_01.jpg,KR3308 custom-length Aria soundbar module for TV and cinema systems.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3308/aria__aria_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3308/aria__aria_02.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3308/aria__aria_03.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3308/aria__aria_04.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3308/aria__aria_05.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3308/aria__aria_06.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3308/aria__aria_07.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3308/aria__aria_08.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3308/aria__aria_09.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3308/aria__aria_10.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3308/aria__aria_11.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3308/aria__aria_12.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3308/aria__aria_13.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3308/aria__aria_14.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3308/aria__aria_15.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3308/aria__aria_16.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3308/aria__aria_17.jpg"
kr3313,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3313/aria__aria_01.jpg,KR3313 custom-length Aria soundbar module for TV and cinema systems.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3313/aria__aria_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3313/aria__aria_02.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3313/aria__aria_03.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3313/aria__aria_04.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3313/aria__aria_05.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3313/aria__aria_06.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3313/aria__aria_07.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3313/aria__aria_08.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3313/aria__aria_09.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3313/aria__aria_10.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3313/aria__aria_11.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3313/aria__aria_12.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3313/aria__aria_13.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3313/aria__aria_14.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3313/aria__aria_15.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3313/aria__aria_16.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3313/aria__aria_17.jpg"
kr3316,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3316/aria__aria_01.jpg,KR3316 custom-length Aria soundbar module for TV and cinema systems.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3316/aria__aria_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3316/aria__aria_02.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3316/aria__aria_03.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3316/aria__aria_04.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3316/aria__aria_05.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3316/aria__aria_06.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3316/aria__aria_07.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3316/aria__aria_08.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3316/aria__aria_09.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3316/aria__aria_10.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3316/aria__aria_11.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3316/aria__aria_12.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3316/aria__aria_13.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3316/aria__aria_14.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3316/aria__aria_15.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3316/aria__aria_16.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3316/aria__aria_17.jpg"
kr413,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr413/kr413_01.jpg,KR413 flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr413/kr413_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr413/kr413_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr413/kr413_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr413/kr413_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr413/kr413_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr413/kr413_06.jpg"
kr508,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr508/kr508_01.jpg,KR508 flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr508/kr508_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr508/kr508_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr508/kr508_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr508/kr508_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr508/kr508_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr508/kr508_06.jpg"
kr513,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr513/kr513_01.jpg,KR513 flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr513/kr513_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr513/kr513_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr513/kr513_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr513/kr513_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr513/kr513_06.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr513/kr513_07.jpg"
kw108,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw108/kw108_01.jpg,KW108 on-wall/on-ceiling speaker for visible architectural audio installations.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw108/kw108_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw108/kw108_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw108/kw108_03.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw108/kw108_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw108/kw108_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw108/kw108_06.jpg"
kw109,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw109/kw109_01.jpg,KW109 on-wall/on-ceiling speaker for visible architectural audio installations.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw109/kw109_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw109/kw109_02.jpeg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw109/kw109_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw109/kw109_04.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw109/kw109_05.jpg"
kw110,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw110/kw110_01.jpg,KW110 on-wall/on-ceiling speaker for visible architectural audio installations.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw110/kw110_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw110/kw110_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw110/kw110_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw110/kw110_04.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw110/kw110_05.jpeg"
kw112,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw112/kw112_01.jpg,KW112 on-wall/on-ceiling speaker for visible architectural audio installations.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw112/kw112_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw112/kw112_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw112/kw112_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw112/kw112_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw112/kw112_06.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw112/kw112_07.jpg"
kw12m,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw12m/framer_01.png,OUTDOOR CEILING SPEAKERS,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw12m/framer_01.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw12m/kw12m_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw12m/framer_02.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw12m/kw12m_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw12m/framer_03.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw12m/kw12m_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw12m/framer_04.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw12m/kw12m_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw12m/kw12m_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw12m/kw12m_07.jpg"
kw16m,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw16m/kw16m_01.jpg,OUTDOOR SPEAKERS,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw16m/kw16m_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw16m/framer_01.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw16m/kw16m_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw16m/kw16m_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw16m/kw16m_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw16m/kw16m_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw16m/kw16m_07.jpg"
kw208,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw208/kw208_01.jpg,KW208 on-wall/on-ceiling speaker for visible architectural audio installations.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw208/kw208_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw208/kw208_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw208/kw208_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw208/kw208_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw208/kw208_05.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw208/kw208_06.jpg"
kw213,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw213/kw213_01.jpg,KW213 on-wall/on-ceiling speaker for visible architectural audio installations.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw213/kw213_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw213/kw213_02.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw213/kw213_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw213/kw213_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw213/kw213_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw213/kw213_06.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw213/kw213_07.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw213/kw213_09.jpg"
kw22m,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw22m/kw22m_01.jpg,KW22M on-wall/on-ceiling speaker for visible architectural audio installations.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw22m/kw22m_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw22m/kw22m_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw22m/kw22m_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw22m/kw22m_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw22m/kw22m_06.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw22m/kw22m_07.jpg"
kw2316,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw2316/aria__aria_01.jpg,KW2316 custom-length Aria soundbar module for TV and cinema systems.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw2316/aria__aria_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw2316/aria__aria_02.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw2316/aria__aria_03.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw2316/aria__aria_04.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw2316/aria__aria_05.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw2316/aria__aria_06.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw2316/aria__aria_07.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw2316/aria__aria_08.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw2316/aria__aria_09.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw2316/aria__aria_10.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw2316/aria__aria_11.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw2316/aria__aria_12.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw2316/aria__aria_13.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw2316/aria__aria_14.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw2316/aria__aria_15.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw2316/aria__aria_16.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw2316/aria__aria_17.jpg"
kw25m,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw25m/kw25m_01.jpg,KW25M on-wall/on-ceiling speaker for visible architectural audio installations.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw25m/kw25m_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw25m/kw25m_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw25m/kw25m_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw25m/kw25m_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw25m/kw25m_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw25m/kw25m_06.jpg"
